codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca
1700008,DGA,dga_web,Esmeralda,1115,-20.4842,-69.3814,17.0,Pampa Del Tamarugal,170.0,Pampa Del Tamarugal
1700009,DGA,dga_web,Coposa,3760,-20.7086,-68.6942,17.0,Pampa Del Tamarugal,170.0,Pampa Del Tamarugal
1700010,DGA,dga_web,Huara En Fuerte Baquedano,1100,-20.1308,-69.7497,17.0,Pampa Del Tamarugal,170.0,Pampa Del Tamarugal
1710001,DGA,dga_web,Quebrada Camigna En Pacagua,0,-19.5667,-69.65,17.0,Pampa Del Tamarugal,171.0,Quebrada De Boga
1720001,DGA,dga_web,Rio Aroma En Alagnusca,0,-19.7419,-69.6381,17.0,Pampa Del Tamarugal,172.0,Quebrada De Aroma
1720004,DGA,dga_web,Puchultiza,4300,-19.4136,-68.9422,17.0,Pampa Del Tamarugal,172.0,Quebrada De Aroma
1720006,DGA,dga_web,Chiapa,3155,-19.5369,-69.205,17.0,Pampa Del Tamarugal,172.0,Quebrada De Aroma
1730001,DGA,dga_web,Rio Coscaya En Pampa Lirima,3540,-19.8764,-68.9592,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730002,DGA,dga_web,Rio Tarapaca En Mina San Juan,0,-19.8297,-69.2869,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730003,DGA,dga_web,Rio Coscaya En Saitoco,0,-19.8642,-68.9297,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730004,DGA,dga_web,Quebrada Tarapaca En Mulli-Mulli,0,-19.7256,-69.0253,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730005,DGA,dga_web,Quebrada Tarapaca En Pachica,0,-19.8661,-69.4433,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730006,DGA,dga_web,Quebrada Tarapaca En Mocha,0,-19.8044,-69.2692,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730007,DGA,dga_web,Q. Tarapaca En Sibaya,2830,-19.7831,-69.1433,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730008,DGA,dga_web,Quebrada Tarapaca En Puchurca,0,-19.85,-69.3167,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730009,DGA,dga_web,Quebrada Aroma En Palca,0,-19.7,-68.9083,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730012,DGA,dga_web,Q. Tarapaca En Laonsana,1847,-19.8531,-69.3442,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730015,DGA,dga_web,Pampa Lirima Dcp,5100,-19.7653,-68.8581,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730016,DGA,dga_web,Pampa Lirima,4076,-19.8472,-68.8544,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730017,DGA,dga_web,Poroma,2880,-19.8719,-69.1831,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730018,DGA,dga_web,Lagunillas (Pampa Lirima),4020,-19.9333,-68.8369,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730019,DGA,dga_web,Mocha,2150,-19.8097,-69.2731,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1730020,DGA,dga_web,Chuzmiza,3400,-19.6831,-69.1833,17.0,Pampa Del Tamarugal,173.0,Quebrada De Tarapaca
1740001,DGA,dga_web,Parca,2650,-20.0122,-69.2033,17.0,Pampa Del Tamarugal,174.0,Quebrada De Quipisca
1740002,DGA,dga_web,Cerro Colorado,2510,-20.065,-69.2703,17.0,Pampa Del Tamarugal,174.0,Quebrada De Quipisca
1750002,DGA,dga_web,Sagasca,1822,-20.2033,-69.3397,17.0,Pampa Del Tamarugal,175.0,Quebradas Juan Morales Sagasca  Y El Tambillo
1750003,DGA,dga_web,Mamia,2730,-20.0756,-69.2147,17.0,Pampa Del Tamarugal,175.0,Quebradas Juan Morales Sagasca  Y El Tambillo
1770001,DGA,dga_web,Copaquire,3540,-20.9303,-68.8922,17.0,Pampa Del Tamarugal,177.0,Quebrada De Chacarilla
180005,DMC,dmc_merge,Chacalluta Arica Ap.,63,-18.3514,-70.3358,10.0,Altiplanicas,100.0,Entre Limite Peru - Bolivia Y Rio Lauca
1820001,DGA,dga_web,Iquique,50,-20.2153,-70.1361,18.0,Costeras Tilviche-Loa,182.0,Pampas El Carmen Y De La Union
2000001,DGA,dga_web,Ollague,3700,-21.2233,-68.2494,20.0,Fronterizas Salar Michincha-R.Loa,200.0,Salar De Ollague
200006,DMC,dmc_merge,Diego Aracena Iquique Ap.,52,-20.5397,-70.1786,10.0,Altiplanicas,104.0,Entre Estero Sencata Y Rio Sacaya
2020001,DGA,dga_web,Cebollar,3730,-21.5311,-68.3386,20.0,Fronterizas Salar Michincha-R.Loa,202.0,Salar De Ascotan
2020002,DGA,dga_web,Ascotan,3970,-21.7253,-68.2756,20.0,Fronterizas Salar Michincha-R.Loa,202.0,Salar De Ascotan
2101001,DGA,dga_web,Rio Loa Antes Represa Lequena,3315,-21.6558,-68.6622,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2101003,DGA,dga_web,Lequena,3320,-21.6553,-68.6611,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2102005,DGA,dga_web,Quinchamale,3080,-21.9053,-68.5964,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2103001,DGA,dga_web,"Rio San Pedro En Parshall N""1",3700,-21.9664,-68.3661,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2103002,DGA,dga_web,"Rio San Pedro En Parshall N""2 (Bt. Chilex)",3318,-21.9425,-68.5122,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2103003,DGA,dga_web,Rio San Pedro En Camino Internacional,3320,-21.9369,-68.5331,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2103004,DGA,dga_web,Rio San Pedro En San Pedro,0,-21.9314,-68.5603,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2103007,DGA,dga_web,San Pedro De Conchi,3217,-21.9333,-68.5364,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2103008,DGA,dga_web,Parshall N 2,3318,-21.9428,-68.5175,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2103009,DGA,dga_web,Ojos San Pedro,3800,-21.9706,-68.3128,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2103010,DGA,dga_web,Inacaliri,4040,-22.0278,-68.0661,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2103012,DGA,dga_web,Silala,4305,-22.0139,-68.0289,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2103014,DGA,dga_web,Rio Siloli Antes B.T. Fcab,4000,-22.0103,-68.0269,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2104001,DGA,dga_web,Rio Loa En Conchi,3010,-21.9881,-68.6067,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2104002,DGA,dga_web,Rio Loa En Salida Embalse Conchi,2950,-22.0278,-68.6208,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2104003,DGA,dga_web,"Rio Loa En Alcantarilla Conchi N""2",2932,-21.9756,-68.6075,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2104004,DGA,dga_web,"Rio Loa En Alcantarilla Conchi N""1",2975,-21.9739,-68.6067,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2104005,DGA,dga_web,Rio Loa Antes Junta Rio Salado,2505,-22.3606,-68.65,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2104007,DGA,dga_web,Conchi Viejo,3491,-21.95,-68.7239,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2104008,DGA,dga_web,Conchi Embalse,3010,-22.025,-68.6242,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2104009,DGA,dga_web,Conchi Muro Embalse,3000,-22.0267,-68.6208,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2104010,DGA,dga_web,Chiu-Chiu,2524,-22.3378,-68.6367,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2104013,DGA,dga_web,Rio Loa En Vado Santa Barbara (Doh),2950,-21.9719,-68.6083,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105001,DGA,dga_web,Rio Salado A. J. Curti,3080,-22.2792,-68.2428,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105002,DGA,dga_web,Rio Salado En Sifon Ayquina,2980,-22.2894,-68.3447,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105005,DGA,dga_web,Rio Salado A. J. Loa,2500,-22.3653,-68.6419,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105007,DGA,dga_web,Rio Toconce Antes Represa Sendos,0,-22.2731,-68.1439,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105008,DGA,dga_web,Vertiente Turi Turi,0,-22.2289,-68.2808,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105014,DGA,dga_web,Cupo,3370,-22.1147,-68.3167,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105015,DGA,dga_web,Turi,3070,-22.2408,-68.2881,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105016,DGA,dga_web,Linzor,4100,-22.2297,-68.0228,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105017,DGA,dga_web,Toconce,3310,-22.2592,-68.1733,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105018,DGA,dga_web,Ayquina,3031,-22.2753,-68.3183,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105019,DGA,dga_web,Sifon Ayquina,3000,-22.2833,-68.3497,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105020,DGA,dga_web,Salado Embalse,3200,-22.2856,-68.2028,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105021,DGA,dga_web,Caspana,3260,-22.3367,-68.2122,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105022,DGA,dga_web,El Tatio,4370,-22.3711,-68.0133,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2105031,DGA,dga_web,Amincha,3860,-21.2006,-68.3394,21.0,Rio Loa,210.0,Rio Loa Alto (Bajo Junta Rio Salado)
2110001,DGA,dga_web,Rio Loa En Escorial,2450,-22.4419,-68.8886,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2110002,DGA,dga_web,Rio Loa En Yalquincha,2300,-22.4469,-68.8775,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2110003,DGA,dga_web,Rio Loa En Chintoraste,2200,-22.5028,-68.9772,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2110004,DGA,dga_web,Rio Loa En Finca,2100,-22.5061,-68.9889,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2110007,DGA,dga_web,Rio Loa Antes Junta San Salvador,1238,-22.3961,-69.5278,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2110008,DGA,dga_web,Rio Loa Despues Junta Rio Salado (Ca),2500,-22.3733,-68.6572,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2110013,DGA,dga_web,Calama,2300,-22.4494,-68.9044,21.0,Rio Loa,211.0,Loa Medio (Entre R.  Salado Y Q. De Barrera)
2110031,DGA,dga_web,Rio Loa En Angostura,2470,-22.4583,-68.7364,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2111002,DGA,dga_web,Rio San Salvador Antes Junta Rio Loa,1238,-22.3947,-69.5261,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2111004,DGA,dga_web,Tranque Sloman,985,-21.8506,-69.5139,21.0,Rio Loa,211.0,Loa Medio (Entre R.  Salado Y Q. De Barrera)
2112001,DGA,dga_web,Rio Loa En Quillagua,802,-21.65,-69.5333,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2112002,DGA,dga_web,Canal Quillagua En Quillagua,910,-21.6433,-69.5386,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2112005,DGA,dga_web,Rio Loa Antes Zona Agricola Quillagua,950,-21.7125,-69.5167,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2112006,DGA,dga_web,Rio Loa D. J. San Salvador (Chacance),1238,-22.3922,-69.53,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2112007,DGA,dga_web,Rio Loa D. J. San Salvador-(M. Elena),1240,-22.3431,-69.565,32.0,Rio Loa,322.0,Rio Loa Medio (Entre Rio Salado Y Quebrada Amarga)
2112008,DGA,dga_web,Quillagua,802,-21.6603,-69.5358,21.0,Rio Loa,211.0,Loa Medio (Entre R.  Salado Y Q. De Barrera)
2112009,DGA,dga_web,Coya Sur,1250,-22.3939,-69.6225,21.0,Rio Loa,211.0,Loa Medio (Entre R.  Salado Y Q. De Barrera)
2113001,DGA,dga_web,Rio Huatacondo En Copaquire,3540,-20.9333,-68.8833,21.0,Rio Loa,211.0,Loa Medio (Entre R.  Salado Y Q. De Barrera)
2113005,DGA,dga_web,Guatacondo Dga,2460,-20.9272,-69.0456,21.0,Rio Loa,211.0,Loa Medio (Entre R.  Salado Y Q. De Barrera)
2120001,DGA,dga_web,Rio Loa En Desembocadura,0,-21.4247,-70.0536,21.0,Rio Loa,212.0,Rio Loa Bajo (Entre Quebrada Amarga Y Desemb.)
220002,DMC,dmc_web,El Loa Calama Ad.,2293,-22.4989,-68.9072,20.0,Fronterizas Salar Michincha-R.Loa,200.0,Salar De Ollague
2210002,DGA,dga_web,Tocopilla,150,-22.0797,-70.1897,22.0,Costeras R.Loa-Q.Caracoles,221.0,Costeras Entre Q. Iquine Y Q.Tocopilla (Inclusive)
2240000,DGA,dga_web,Liceo CientÍFico Humanista La Chimba,0,-23.5544,-70.3933,22.0,Costeras R.Loa-Q.Caracoles,224.0,Costeras Entre Qs. Chacaya Y Caracoles (Incl.)
2240001,DGA,dga_web,Escuela FundaciÓN Minera Escondida,0,-23.6144,-70.3703,22.0,Costeras R.Loa-Q.Caracoles,224.0,Costeras Entre Qs. Chacaya Y Caracoles (Incl.)
230001,DMC,dmc_merge,Cerro Moreno Antofagasta Ap.,113,-23.4503,-70.4411,20.0,Fronterizas Salar Michincha-R.Loa,200.0,Salar De Ollague
2500001,DGA,dga_web,Rio Vilama En Vilama,2550,-22.8667,-68.1833,25.0,Salar De Atacama,250.0,Salar De Atacama
2500002,DGA,dga_web,Canal Aguas Blancas,2415,-23.2725,-68.0133,25.0,Salar De Atacama,250.0,Salar De Atacama
2500003,DGA,dga_web,Canal Tulan En Tilomonte,2450,-23.7897,-68.1081,25.0,Salar De Atacama,250.0,Salar De Atacama
2500004,DGA,dga_web,Canal Vilama En Vilama,2550,-22.8697,-68.1792,25.0,Salar De Atacama,250.0,Salar De Atacama
2500005,DGA,dga_web,Canal Cuno En Socaire,3600,-23.6119,-67.8469,25.0,Salar De Atacama,250.0,Salar De Atacama
2500006,DGA,dga_web,Canal Tilomonte Antes Represa,4000,-23.7967,-68.0953,25.0,Salar De Atacama,250.0,Salar De Atacama
2500015,DGA,dga_web,Toconao Reten,2460,-23.1936,-68.0094,25.0,Salar De Atacama,250.0,Salar De Atacama
2500016,DGA,dga_web,Toconao Experimental,2500,-23.1889,-67.9978,25.0,Salar De Atacama,250.0,Salar De Atacama
2500017,DGA,dga_web,Camar,2700,-23.4069,-67.9631,25.0,Salar De Atacama,250.0,Salar De Atacama
2500019,DGA,dga_web,Socaire,3251,-23.5869,-67.8925,25.0,Salar De Atacama,250.0,Salar De Atacama
2500020,DGA,dga_web,Peine,2460,-23.6842,-68.0581,25.0,Salar De Atacama,250.0,Salar De Atacama
2500021,DGA,dga_web,Talabre,3300,-23.3125,-67.8878,25.0,Salar De Atacama,250.0,Salar De Atacama
2510001,DGA,dga_web,Rio San Pedro En Cuchabrachi,2585,-22.8225,-68.1983,25.0,Salar De Atacama,251.0,Rio San Pedro
2510006,DGA,dga_web,San Pedro De Atacama,2450,-22.9053,-68.2003,25.0,Salar De Atacama,251.0,Rio San Pedro
2510007,DGA,dga_web,Rio Grande,3250,-22.6522,-68.1658,25.0,Salar De Atacama,251.0,Rio San Pedro
2640001,DGA,dga_web,Imilac,3000,-24.1631,-68.7828,26.0,Endorreicas Salar Atacama-Vertiente Pacifico,264.0,Pampa Colorado
2660001,DGA,dga_web,Monturaqui,3430,-24.3414,-68.4353,26.0,Endorreicas Salar Atacama-Vertiente Pacifico,266.0,Pampa De Socompa
2700001,DGA,dga_web,Sierra Gorda,1616,-22.8892,-69.3219,27.0,Quebrada Caracoles,270.0,Quebrada Caracoles Bajo Junta Quebrada El Buitre
270001,DMC,dmc_web,Mataveri Isla De Pascua Ap.,48,-27.1606,-109.427,50.0,Costeras Quilimari-Petorca,500.0,Costeras Quilimari - Petorca
270008,DMC,dmc_merge,Desierto De Atacama Caldera Ap.,204,-27.2639,-70.7742,30.0,Endorreicas Entre Frontera Y Vertiente Del Pacifico,304.0,Salar De Maricunga
2710002,DGA,dga_web,Baquedano,1032,-23.3336,-69.8397,27.0,Quebrada Caracoles,271.0,Q. Caracoles Entre Quebrada El Buitre Y  Salar Del Carmen
2710003,DGA,dga_web,Antofagasta,50,-23.5975,-70.3867,27.0,Quebrada Caracoles,271.0,Q. Caracoles Entre Quebrada El Buitre Y  Salar Del Carmen
2810001,DGA,dga_web,Cachinal De La Sierra,2640,-24.9611,-69.52,28.0,Quebrada La Negra,281.0,Quebrada Grande
2900000,DGA,dga_web,Universidad De Antofagasta,0,-23.7017,-70.4208,29.0,Qs.Entre Q. La Negra Y Q. Pan De Azucar,290.0,Quebradas Entre Quebrada La Negra Y Q. De Remedios
290004,DMC,dmc_merge,La Florida La Serena Ad.,142,-29.9175,-71.2011,41.0,Rio Los Choros,412.0,Q. Los Choros Entre Q. Del Pelicano Y Desembocadura
2941001,DGA,dga_web,Vaquillas,3250,-25.3958,-69.2986,29.0,Costeras Entre Q. La Negra Y Q. Pan De Azucar,294.0,Quebrada De Taltal
2942001,DGA,dga_web,Aguas Verdes,1560,-25.4,-69.9633,29.0,Costeras Entre Q. La Negra Y Q. Pan De Azucar,294.0,Quebrada De Taltal
2943001,DGA,dga_web,Tal-Tal,9,-25.4047,-70.4819,29.0,Costeras Entre Q. La Negra Y Q. Pan De Azucar,294.0,Quebrada De Taltal
2943002,DGA,dga_web,Tal-Tal (Dcp),0,-25.4033,-70.4797,29.0,Qs.Entre Q. La Negra Y Q. Pan De Azucar,294.0,Quebrada De Taltal
2960001,DGA,dga_web,Sierra Overa,1900,-25.78,-69.8881,29.0,Costeras Entre Q. La Negra Y Q. Pan De Azucar,296.0,Quebrada De La Cachina
3022001,DGA,dga_web,Rio La Ola En Vertedero,0,-26.4808,-69.06,30.0,Endorreicas Entre Frontera Y Vertiente,302.0,Salar De Pedernales
3041001,DGA,dga_web,Rio Barros Negros Antes Junta Valle Ancho,3965,-27.2642,-68.9975,30.0,Endorreicas Entre Frontera Y Vertiente,304.0,Salar De Maricunga
3041002,DGA,dga_web,Rio Villalobos En Vertedero,3850,-27.2025,-69.025,30.0,Endorreicas Entre Frontera Y Vertiente,304.0,Salar De Maricunga
3041003,DGA,dga_web,Rio Valle Ancho Antes  Junta Barros Negros,3950,-27.2622,-69.0028,30.0,Endorreicas Entre Frontera Y Vertiente,304.0,Salar De Maricunga
3041004,DGA,dga_web,Rio Valle Ancho En La Barrera,3800,-27.1333,-69.0003,30.0,Endorreicas Entre Frontera Y Vertiente,304.0,Salar De Maricunga
3041005,DGA,dga_web,Rio Lamas En El Salto,4130,-27.08,-68.9306,30.0,Endorreicas Entre Frontera Y Vertiente,304.0,Salar De Maricunga
3050001,DGA,dga_web,Rio Astaburuaga En Cono,4130,-27.4597,-69.0453,30.0,Endorreicas Entre Frontera Y Vertiente,305.0,Laguna Del Negro Francisco
3210001,DGA,dga_web,Las Vegas,2250,-26.6781,-69.6656,32.0,Rio Salado,321.0,Quebrada Del Chanaral
330007,DMC,dmc_merge,Rodelillo Ad.,330,-33.0367,-71.5342,50.0,Costeras Quilimari-Petorca,500.0,Costeras Quilimari - Petorca
330019,DMC,dmc_web,Eulogio Sanchez Tobalaba Ad.,650,-33.4544,-70.5478,57.0,Rio Maipo,573.0,Mapocho Bajo
330020,DMC,dmc_merge,Quinta Normal Santiago,527,-33.445,-70.6828,57.0,Rio Maipo,573.0,Mapocho Bajo
330021,DMC,dmc_web,Pudahuel Santiago,482,-33.3919,-70.7944,57.0,Rio Maipo,573.0,Mapocho Bajo
330030,DMC,dmc_web,Santo Domingo Ad.,75,-33.655,-71.6142,50.0,Costeras Quilimari-Petorca,500.0,Costeras Quilimari - Petorca
330031,DMC,dmc_web,Juan Fernandez Estacion Meteorologica,35,-33.6367,-78.835,50.0,Costeras Quilimari-Petorca,500.0,Costeras Quilimari - Petorca
3340001,DGA,dga_web,Caldera,15,-27.0692,-70.8156,33.0,Costeras E Islas R.Salado-R.Copiapo,334.0,Costeras Entre Quebrada Del Morado Y Rio Copiapo
340031,DMC,dmc_merge,General Freire Curico Ad.,225,-34.9664,-71.2167,61.0,Costeras Rapel-E.Nilahue,613.0,Estero Nilahue
3404001,DGA,dga_web,Rio Jorquera En Vertedero,1250,-28.0431,-69.9567,34.0,Rio Copiapo,340.0,Rio Jorquera
3404002,DGA,dga_web,Jorquera En La Guardia,2000,-27.8364,-69.755,34.0,Rio Copiapo,340.0,Rio Jorquera
3412001,DGA,dga_web,Torin En El Potro,2800,-28.2767,-69.7481,34.0,Rio Copiapo,341.0,Rio Pulido
3414001,DGA,dga_web,Rio Pulido En Vertedero,1310,-28.0858,-69.9408,34.0,Rio Copiapo,341.0,Rio Pulido
3414002,DGA,dga_web,Iglesia Colorada,1550,-28.1572,-69.8808,34.0,Rio Copiapo,341.0,Rio Pulido
3421001,DGA,dga_web,Rio Manflas En Vertedero,1550,-28.1478,-69.9939,34.0,Rio Copiapo,342.0,Rio Manflas
3421002,DGA,dga_web,Rio Manflas Ante Junta Con Rio Copiapo,0,-28.1333,-70.0,34.0,Rio Copiapo,342.0,Rio Manflas
3421004,DGA,dga_web,Manflas,1410,-28.1336,-69.975,34.0,Rio Copiapo,342.0,Rio Manflas
3430001,DGA,dga_web,Rio Copiapo En Lautaro,1200,-27.9747,-69.9978,34.0,Rio Copiapo,343.0,Rio Copiapo Medio (Entre R. Jorquera Q. Paipote)
3430002,DGA,dga_web,Rio Copiapo En San Antonio,850,-27.8667,-70.0667,34.0,Rio Copiapo,343.0,Rio Copiapo Medio (Entre R. Jorquera Q. Paipote)
3430003,DGA,dga_web,Rio Copiapo En Pastillo,1300,-28.0003,-69.9747,34.0,Rio Copiapo,343.0,R.  Copiapo Medio
3430006,DGA,dga_web,Lautaro Embalse,1110,-27.9783,-70.0033,34.0,Rio Copiapo,343.0,R.  Copiapo Medio
3430007,DGA,dga_web,Los Loros,940,-27.8317,-70.1119,34.0,Rio Copiapo,343.0,R.  Copiapo Medio
3431001,DGA,dga_web,Rio Copiapo En La Puerta,915,-27.8044,-70.1269,34.0,Rio Copiapo,343.0,R.  Copiapo Medio
3431002,DGA,dga_web,Rio Copiapo En El Bosque,0,-27.7256,-69.6586,34.0,Rio Copiapo,343.0,Rio Copiapo Medio (Entre R. Jorquera Q. Paipote)
3431003,DGA,dga_web,Rio Copiapo En Pabellon,0,-27.6528,-70.2331,34.0,Rio Copiapo,343.0,Rio Copiapo Medio (Entre R. Jorquera Q. Paipote)
3431004,DGA,dga_web,Elibor Campamento,750,-27.7167,-70.1953,34.0,Rio Copiapo,343.0,R.  Copiapo Medio
3434001,DGA,dga_web,Rio Copiapo En Mal Paso Aguas Arriba Canal,431,-27.5244,-70.2689,34.0,Rio Copiapo,343.0,Rio Copiapo Medio (Entre R. Jorquera Q. Paipote)
3434002,DGA,dga_web,Canal Mal Paso Despues De Bocatoma,431,-27.5147,-70.2644,34.0,Rio Copiapo,343.0,Rio Copiapo Medio (Entre R. Jorquera Q. Paipote)
3434003,DGA,dga_web,Rio Copiapo En Mal Paso Aguas Abajo Canal,431,-27.5161,-70.2647,34.0,Rio Copiapo,343.0,Rio Copiapo Medio (Entre R. Jorquera Q. Paipote)
3441001,DGA,dga_web,Pastos Grandes,2260,-27.1142,-69.5642,34.0,Rio Copiapo,344.0,Quebrada Paipote
3450001,DGA,dga_web,Rio Copiapo En Ciudad De Copiapo,0,-27.3636,-70.3392,34.0,Rio Copiapo,345.0,Rio Copiapo Bajo (Entre Q. Paipote Y Desemb.)
3450004,DGA,dga_web,Copiapo,385,-27.3772,-70.3308,34.0,Rio Copiapo,345.0,R.  Copiapo Bajo
3453001,DGA,dga_web,Rio Copiapo En Angostura,48,-27.3194,-70.8381,34.0,Rio Copiapo,345.0,Rio Copiapo Bajo (Entre Q. Paipote Y Desemb.)
360011,DMC,dmc_merge,Bernardo O'Higgins Chillan Ad.,151,-36.5872,-72.04,81.0,Rio Itata,810.0,Nuble Alto
360019,DMC,dmc_merge,Carriel Sur Concepcion.,12,-36.7792,-73.0622,81.0,Rio Itata,810.0,Nuble Alto
3604001,DGA,dga_web,El Totoral,150,-27.9022,-70.9575,36.0,Q.Totoral Y Costeras Hasta Q.Carrizal,360.0,Quebrada Totoral
370033,DMC,dmc_web,Maria Dolores Los Angeles Ad.,120,-37.4028,-72.4225,81.0,Rio Itata,810.0,Nuble Alto
3701001,DGA,dga_web,Canto De Agua,330,-28.0992,-70.7811,37.0,Quebrada Carrizal Y Costeras Hasta R. Huasco,370.0,Quebradas Carrizal Y Carrizalillo
3800000,DGA,dga_web,Portezuelo El Gaucho,4000,-28.6231,-70.045,38.0,Rio Huasco,380.0,Rio Transito
380013,DMC,dmc_merge,Maquehue Temuco Ad.,92,-38.77,-72.6369,83.0,Rio Bio Bio,830.0,Rio Bio-Bio Alto (Hasta Despues Junta Rio Lamin)
3801002,DGA,dga_web,Junta Valerianos,1800,-28.9019,-70.0603,38.0,Rio Huasco,380.0,Rio Transito
3802001,DGA,dga_web,Rio Conay En Las Lozas,0,-28.9456,-70.1011,38.0,Rio Huasco,380.0,Rio Transito
3802002,DGA,dga_web,Rio Conay En Junta Laguna Grande,0,-28.8833,-70.0667,38.0,Rio Huasco,380.0,Rio Transito
3802003,DGA,dga_web,Rio Huasco Antes Junta Rio Cholai-Conay,0,-28.975,-71.175,38.0,Rio Huasco,380.0,Rio Transito
3802004,DGA,dga_web,Los Tambos,1400,-28.9817,-70.1881,38.0,Rio Huasco,380.0,Rio Transito
