codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,pais,region
5716011,DGA,dga_web,Laguna Aculeo Los Castaos,354,-33.8592,-70.9069,57.0,Rio Maipo,571.0,Rio Maipo Medio,Chile,Región Metropolitana de Santiago
5717002,DGA,dga_web,Rio Maipo En Isla De Maipo,0,-33.8,-70.9167,57.0,Rio Maipo,571.0,Rio Maipo Medio (Despues Colorado Antes Mapocho),Chile,Región Metropolitana de Santiago
5717003,DGA,dga_web,Rio Maipo En El Rosario,345,-33.7667,-70.9167,57.0,Rio Maipo,571.0,Rio Maipo Medio (Despues Colorado Antes Mapocho),Chile,Región Metropolitana de Santiago
5717005,DGA,dga_web,Rio Maipo En Naltahua,300,-33.7256,-70.9161,57.0,Rio Maipo,571.0,Rio Maipo Medio (Despues Colorado Antes Mapocho),Chile,Región Metropolitana de Santiago
5717008,DGA,dga_web,El Vergel,340,-33.6958,-70.9236,57.0,Rio Maipo,571.0,Rio Maipo Medio,Chile,Región Metropolitana de Santiago
5720001,DGA,dga_web,Rio Molina Antes Junta San Francisco,1158,-33.3733,-70.3961,57.0,Rio Maipo,572.0,Rio Mapocho Alto,Chile,Región Metropolitana de Santiago
5720003,DGA,dga_web,La Ermita Central En Bocatoma,1350,-33.3414,-70.3636,57.0,Rio Maipo,572.0,Rio Mapocho Alto,Chile,Región Metropolitana de Santiago
5721001,DGA,dga_web,Estero Yerba Loca Antes Junta San Francisco,1350,-33.3414,-70.3636,57.0,Rio Maipo,572.0,Rio Mapocho Alto,Chile,Región Metropolitana de Santiago
5721016,DGA,dga_web,Rio San Francisco Antes Junta Estero Yerba Loca,1550,-33.3086,-70.3572,57.0,Rio Maipo,572.0,Rio Mapocho Alto,Chile,Región Metropolitana de Santiago
5721017,DGA,dga_web,Estero Yerba Loca En Piedra Carvajal,3250,-33.2214,-70.2736,57.0,Rio Maipo,572.0,Rio Mapocho Alto,Chile,Región Metropolitana de Santiago
5722001,DGA,dga_web,Estero Arrayan En La Montosa,880,-33.3256,-70.4561,57.0,Rio Maipo,572.0,Rio Mapocho Alto,Chile,Región Metropolitana de Santiago
5722002,DGA,dga_web,Rio Mapocho En Los Almendros,966,-33.3703,-70.4508,57.0,Rio Maipo,572.0,Rio Mapocho Alto,Chile,Región Metropolitana de Santiago
5722003,DGA,dga_web,Rio Mapocho En Las Condes,0,-33.3667,-70.45,57.0,Rio Maipo,572.0,Rio Mapocho Alto (Hasta Bajo Junta E De Las Rosas),Chile,Región Metropolitana de Santiago
5722004,DGA,dga_web,Rio Mapocho En Puente Nilhue,0,-33.3667,-70.45,57.0,Rio Maipo,572.0,Rio Mapocho Alto (Hasta Bajo Junta E De Las Rosas),Chile,Región Metropolitana de Santiago
5722006,DGA,dga_web,Estero Arrayan En Desembocadura (Ca),870,-33.3583,-70.4828,57.0,Rio Maipo,572.0,Rio Mapocho Alto (Hasta Bajo Junta E De Las Rosas),Chile,Región Metropolitana de Santiago
5723001,DGA,dga_web,La Dehesa,920,-33.3292,-70.5286,57.0,Rio Maipo,572.0,Rio Mapocho Alto,Chile,Región Metropolitana de Santiago
5730002,DGA,dga_web,Canal San Carlos En Principe De Gales,579,-33.4167,-70.5833,57.0,Rio Maipo,573.0,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),Chile,Región Metropolitana de Santiago
5730003,DGA,dga_web,Canal San Carlos En Desembocadura Rio Mapocho,580,-33.4125,-70.6047,57.0,Rio Maipo,573.0,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),Chile,Región Metropolitana de Santiago
5730004,DGA,dga_web,Zanjon De La Aguada En Santa Rosa,0,-33.4764,-70.6347,57.0,Rio Maipo,573.0,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),Chile,Región Metropolitana de Santiago
5730005,DGA,dga_web,Zanjon De La Aguada Puente Particular,450,-33.4783,-70.7172,57.0,Rio Maipo,573.0,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),Chile,Región Metropolitana de Santiago
5730006,DGA,dga_web,Zanjon De La Aguada En Pajaritos,430,-33.4792,-70.7261,57.0,Rio Maipo,573.0,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),Chile,Región Metropolitana de Santiago
5730008,DGA,dga_web,Quebrada Ramon En Recinto Emos,845,-33.4331,-70.5142,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5730011,DGA,dga_web,Rio Mapocho En Pte Pudahuel,450,-33.4333,-70.8167,57.0,Rio Maipo,573.0,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),Chile,Región Metropolitana de Santiago
5730012,DGA,dga_web,Cerro Calan,848,-33.395,-70.5367,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5730013,DGA,dga_web,Antupiren,904,-33.4964,-70.5164,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5730014,DGA,dga_web,Quebrada Ramon,730,-33.4328,-70.5344,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5730015,DGA,dga_web,Campus San Joaquin U.C.,570,-33.4975,-70.6142,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5730016,DGA,dga_web,Terraza Oficinas Centrales Dga,560,-33.4486,-70.6444,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5730039,DGA,dga_web,Quebrada De Macul,950,-33.5017,-70.5144,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5732001,DGA,dga_web,Huechun Embalse,556,-33.0856,-70.8017,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5732002,DGA,dga_web,Huechun Andina,590,-33.0758,-70.7686,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5733006,DGA,dga_web,Rincon De Los Valles,955,-32.9475,-70.7536,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5733007,DGA,dga_web,Caleu,1120,-33.0053,-70.9933,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5733008,DGA,dga_web,Rungue Embalse,700,-33.0194,-70.9081,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5733009,DGA,dga_web,Til-Til,580,-33.0869,-70.9278,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5733010,DGA,dga_web,Fundo Las Bateas,810,-32.9472,-70.8064,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5734001,DGA,dga_web,Estero Polpaico En Chicauma,500,-33.1983,-70.8956,57.0,Rio Maipo,573.0,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),Chile,Región Metropolitana de Santiago
5735001,DGA,dga_web,Canal Colina En Peldehue,860,-33.1967,-70.5808,57.0,Rio Maipo,573.0,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),Chile,Región Metropolitana de Santiago
5735003,DGA,dga_web,Rio Colina Seccion Las Huacas,0,-33.2167,-70.7667,57.0,Rio Maipo,573.0,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),Chile,Región Metropolitana de Santiago
5735004,DGA,dga_web,Canal Colina En Seccion Las Huacas,0,-33.2,-70.75,57.0,Rio Maipo,573.0,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),Chile,Región Metropolitana de Santiago
5737002,DGA,dga_web,Rio Mapocho Rinconada De Maipu,440,-33.4961,-70.8167,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5737005,DGA,dga_web,Rio Mapocho En El Monte,0,-33.6778,-70.9725,57.0,Rio Maipo,573.0,Rio Mapocho Bajo (Entre E De Las Rosas Y R Maipo),Chile,Región Metropolitana de Santiago
5737006,DGA,dga_web,Peaflor,370,-33.6097,-70.9,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5737007,DGA,dga_web,Talagante,325,-33.6669,-70.9333,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5737008,DGA,dga_web,Fundo Marruecos,430,-33.5503,-70.8167,57.0,Rio Maipo,573.0,Rio Mapocho Bajo,Chile,Región Metropolitana de Santiago
5740001,DGA,dga_web,Rio Maipo En Chignigue (Juncal),200,-33.6969,-71.0969,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región Metropolitana de Santiago
5740002,DGA,dga_web,Canal Maipo En Chocalan,0,-33.75,-71.25,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región Metropolitana de Santiago
5740004,DGA,dga_web,Carmen De Las Rosas,165,-33.7597,-71.1514,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región Metropolitana de Santiago
5740005,DGA,dga_web,Melipilla,168,-33.6803,-71.1997,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región Metropolitana de Santiago
5741001,DGA,dga_web,Estero Puangue En Boqueron,488,-33.1669,-71.1306,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región de Valparaíso
5741002,DGA,dga_web,Colliguay,490,-33.1686,-71.1467,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región de Valparaíso
5744002,DGA,dga_web,Los Panguiles,190,-33.4386,-71.0256,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región Metropolitana de Santiago
5744003,DGA,dga_web,Ibacache Alto,169,-33.4797,-71.2811,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región Metropolitana de Santiago
5745001,DGA,dga_web,Mallarauco,176,-33.5697,-71.1061,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región Metropolitana de Santiago
5746001,DGA,dga_web,Estero Puangue En Ruta 78,93,-33.6614,-71.3372,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región Metropolitana de Santiago
5747001,DGA,dga_web,Los Guindos,125,-33.8908,-71.2408,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región Metropolitana de Santiago
5748001,DGA,dga_web,Rio Maipo En Cabimbao,35,-33.7219,-71.555,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región de Valparaíso
5748003,DGA,dga_web,Cerrillos De Leyda,182,-33.6344,-71.5106,57.0,Rio Maipo,574.0,Rio Maipo Bajo (Entre Rio Mapocho Y Desembocadura),Chile,Región de Valparaíso
5800002,DGA,dga_web,Fundo Las Dos Puertas,24,-33.8622,-71.6631,58.0,Costeras Entre  Maipo Y Rapel,580.0,Estero Yali,Chile,Región de Valparaíso
6000001,DGA,dga_web,Rio Las Legnas Cota 2150,0,-34.4178,-70.1753,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6000003,DGA,dga_web,Rio Las Leas Ante Junta Rio Cachapoal,1296,-34.3628,-70.3056,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6000004,DGA,dga_web,Laguna El Yeso,2140,-34.4078,-70.21,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6002001,DGA,dga_web,Rio Cortaderal Ante Junta Rio Cachapoal,1200,-34.3669,-70.3258,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6003001,DGA,dga_web,Rio Cachapoal 5 Km. Aguas Abajo Junta Cortaderal,1127,-34.3464,-70.3764,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6003004,DGA,dga_web,Glaciar Cipreses,1880,-34.5322,-70.4153,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6006001,DGA,dga_web,Rio Pangal En Pangal,1500,-34.2467,-70.3281,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6008001,DGA,dga_web,Rio Cachapoal En Chicayas,0,-34.2333,-70.5667,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6008002,DGA,dga_web,Rio Cachapoal En Coya,0,-34.2167,-70.5333,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6008003,DGA,dga_web,Rio Coya En Coya,0,-34.2167,-70.5333,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6008005,DGA,dga_web,Rio Cachapoal En Pte Termas De Cauquenes,700,-34.25,-70.5667,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6008009,DGA,dga_web,Canal Sauzal En Puente Termas,750,-34.2403,-70.5506,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6009001,DGA,dga_web,Rio Claro En Campamento,664,-34.2667,-70.5833,60.0,Rio Rapel,600.0,Rio Cachapoal Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6010014,DGA,dga_web,Rancagua,510,-34.1714,-70.7278,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6010015,DGA,dga_web,Rancagua (Cachapoal - Dcp),515,-34.1908,-70.7508,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6010016,DGA,dga_web,Sauzal,700,-34.2583,-70.6153,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6011001,DGA,dga_web,Estero De La Cadena Antes Junta Rio Cachapoal,440,-34.1842,-70.8436,60.0,Rio Rapel,600.0,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6011003,DGA,dga_web,Graneros,500,-34.0556,-70.7083,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6012003,DGA,dga_web,Coltauco,253,-34.2875,-71.08,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6013001,DGA,dga_web,Rio Claro En Hacienda Las Nieves,720,-34.4922,-70.7028,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6013002,DGA,dga_web,Canal Tipaume En Puente (Suc Celis),0,-34.3833,-70.7833,60.0,Rio Rapel,600.0,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6013005,DGA,dga_web,Popeta,480,-34.4369,-70.7794,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6013006,DGA,dga_web,Central Las Nieves,700,-34.4922,-70.7094,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6013008,DGA,dga_web,Laguna Los Cristales,2343,-34.5606,-70.5097,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6015001,DGA,dga_web,Rio Claro En Tunca,480,-34.3822,-71.0997,60.0,Rio Rapel,600.0,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6015003,DGA,dga_web,Rengo,310,-34.4217,-70.8667,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6016004,DGA,dga_web,San Fernando,350,-34.5983,-70.9686,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6018001,DGA,dga_web,Estero Zamorano En Puente El Niche,900,-34.4311,-71.1681,60.0,Rio Rapel,600.0,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6018002,DGA,dga_web,Rio Cachapoal En Peumo (Brazo # 1),0,-34.4167,-71.1333,60.0,Rio Rapel,600.0,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6018003,DGA,dga_web,Rio Cachapoal En Peumo (Brazo # 2),0,-34.4167,-71.1333,60.0,Rio Rapel,600.0,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6018004,DGA,dga_web,Rio Cachapoal En Peumo (Brazo # 3),0,-34.4167,-70.5667,60.0,Rio Rapel,600.0,Rio Cachapoal Bajo (Bajo Jta Rio Claro Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6018009,DGA,dga_web,Via Vieja,220,-34.4517,-71.0506,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6018010,DGA,dga_web,Millahue,200,-34.5264,-71.2122,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6019003,DGA,dga_web,Rio Cachapoal En Puente Arqueado (Ca),115,-34.2731,-71.3717,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6019005,DGA,dga_web,Pichidegua,110,-34.2872,-71.4058,60.0,Rio Rapel,601.0,Cachapoal Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6020001,DGA,dga_web,Termas Del Flaco,2650,-34.8911,-70.3297,60.0,Rio Rapel,602.0,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6023000,DGA,dga_web,Glaciar Universidad En Rio San Andres,2429,-34.7197,-70.3592,60.0,Rio Rapel,602.0,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6025001,DGA,dga_web,Rio Tinguiririca Aguas Abajo Junta Rio Azufre,1024,-34.8164,-70.5642,60.0,Rio Rapel,602.0,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6027001,DGA,dga_web,Rio Claro En El Valle,476,-34.6867,-70.8739,60.0,Rio Rapel,602.0,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6027002,DGA,dga_web,Rio Claro En Puente Negro,0,-34.75,-70.75,60.0,Rio Rapel,602.0,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6027003,DGA,dga_web,La Rufina,743,-34.7428,-70.7519,60.0,Rio Rapel,602.0,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6028001,DGA,dga_web,Rio Tinguiririca Bajo Los Briones,560,-34.7186,-70.8267,60.0,Rio Rapel,602.0,Rio Tinguiririca Alto (Hasta Bajo Junta Rio Claro),Chile,Región del Libertador General Bernardo O'Higgins
6033001,DGA,dga_web,Estero Chimbarongo En Convento Viejo,245,-34.7689,-71.1175,60.0,Rio Rapel,603.0,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6033009,DGA,dga_web,Canal Teno En Km. 13.465,285,-34.8142,-71.0997,60.0,Rio Rapel,603.0,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6033011,DGA,dga_web,Estero Chimbarongo En Ruta 5,275,-34.7889,-71.0458,60.0,Rio Rapel,603.0,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6034001,DGA,dga_web,Estero Chimbarongo En Santa Cruz,225,-34.6267,-71.3514,60.0,Rio Rapel,603.0,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6034003,DGA,dga_web,Convento Viejo,239,-34.7694,-71.1331,60.0,Rio Rapel,603.0,Tinguiririca Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6034004,DGA,dga_web,Paniahue,170,-34.6169,-71.35,60.0,Rio Rapel,603.0,Tinguiririca Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6034022,DGA,dga_web,Estero Chimbarongo Bajo Embalse Convento Viejo,245,-34.7647,-71.1372,60.0,Rio Rapel,603.0,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6034023,DGA,dga_web,Estero Chimbarongo En Puente El Huape,184,-34.6581,-71.3019,60.0,Rio Rapel,603.0,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6035001,DGA,dga_web,Rio Tinguiririca En Los Olmos (Ca),223,-34.4922,-71.3731,60.0,Rio Rapel,603.0,Rio Tinguiririca Bajo (Entre Rio Rapel Y E Rapel),Chile,Región del Libertador General Bernardo O'Higgins
6036001,DGA,dga_web,La Candelaria,213,-34.7808,-71.4142,60.0,Rio Rapel,603.0,Tinguiririca Bajo,Chile,Región del Libertador General Bernardo O'Higgins
6040001,DGA,dga_web,Villa Alhue,197,-34.035,-71.0944,60.0,Rio Rapel,604.0,Estero Alhue,Chile,Región Metropolitana de Santiago
6042003,DGA,dga_web,Loncha,210,-34.1167,-71.1,60.0,Rio Rapel,604.0,Estero Alhue,Chile,Región Metropolitana de Santiago
6042004,DGA,dga_web,Barrera Loncha,144,-34.0833,-71.1886,60.0,Rio Rapel,604.0,Estero Alhue,Chile,Región Metropolitana de Santiago
6043001,DGA,dga_web,Estero Alhue En Quilamuta,130,-34.0617,-71.2422,60.0,Rio Rapel,604.0,Estero Alhue,Chile,Región Metropolitana de Santiago
6044001,DGA,dga_web,Cocalan,120,-34.2033,-71.2764,60.0,Rio Rapel,604.0,Estero Alhue,Chile,Región del Libertador General Bernardo O'Higgins
6055003,DGA,dga_web,Litueche,250,-34.1206,-71.7258,60.0,Rio Rapel,605.0,Rio Rapel,Chile,Región del Libertador General Bernardo O'Higgins
6056001,DGA,dga_web,Rio Rapel En Rapel,7,-33.9369,-71.75,60.0,Rio Rapel,605.0,Rio Rapel,Chile,Región de Valparaíso
6056003,DGA,dga_web,Rapel,16,-33.9458,-71.7336,60.0,Rio Rapel,605.0,Rio Rapel,Chile,Región del Libertador General Bernardo O'Higgins
6120001,DGA,dga_web,Pichilemu,5,-34.3844,-72.0044,61.0,Costeras Rapel-E.Nilahue,612.0,Costeras Entre E. Topocalma Y E. Nilahue,Chile,Región del Libertador General Bernardo O'Higgins
6130001,DGA,dga_web,El Membrillo,110,-34.8056,-71.6289,61.0,Costeras Rapel-E.Nilahue,613.0,Estero Nilahue,Chile,Región del Libertador General Bernardo O'Higgins
6130002,DGA,dga_web,Ranguili,120,-34.8661,-71.7486,61.0,Costeras Rapel-E.Nilahue,613.0,Estero Nilahue,Chile,Región del Libertador General Bernardo O'Higgins
6130003,DGA,dga_web,La Palma,120,-34.9514,-71.5856,61.0,Costeras Rapel-E.Nilahue,613.0,Estero Nilahue,Chile,Región del Maule
6132001,DGA,dga_web,Estero Nilahue En Santa Teresa,50,-34.57,-71.7908,61.0,Costeras Rapel-E. Nilahue,613.0,Estero Nilahue,Chile,Región del Libertador General Bernardo O'Higgins
6132002,DGA,dga_web,Nilahue Barahona,90,-34.5742,-71.7653,61.0,Costeras Rapel-E.Nilahue,613.0,Estero Nilahue,Chile,Región del Libertador General Bernardo O'Higgins
7100001,DGA,dga_web,Quebrada Malo En Puente Viejo,1500,-35.1333,-70.5289,71.0,Rio Mataquito,710.0,Rio Teno,Chile,Región del Maule
7102001,DGA,dga_web,Rio Teno En Los QueÑEs,900,-34.9931,-70.8097,71.0,Rio Mataquito,710.0,Rio Teno,Chile,Región del Maule
7102005,DGA,dga_web,Rio Teno Bajo Quebrada Infiernillo,990,-35.045,-70.6353,71.0,Rio Mataquito,710.0,Rio Teno,Chile,Región del Maule
7103001,DGA,dga_web,Rio Claro En Los QueÑEs,900,-34.9983,-70.8094,71.0,Rio Mataquito,710.0,Rio Teno,Chile,Región del Maule
7103003,DGA,dga_web,Los Quees,663,-35.0008,-70.8119,71.0,Rio Mataquito,710.0,Rio Teno,Chile,Región del Maule
7104001,DGA,dga_web,Estero El Manzano Antes Junta Rio Teno,690,-34.9653,-70.9419,71.0,Rio Mataquito,710.0,Rio Teno,Chile,Región del Maule
7104002,DGA,dga_web,Rio Teno Despues De Junta Con Claro,647,-34.9961,-70.8206,71.0,Rio Mataquito,710.0,Rio Teno,Chile,Región del Maule
7104005,DGA,dga_web,El Manzano,574,-34.9633,-70.9178,71.0,Rio Mataquito,710.0,Rio Teno,Chile,Región del Maule
7106001,DGA,dga_web,Canal Teno Chimbarongo Km. 1.301,290,-34.8833,-71.15,71.0,Rio Mataquito,710.0,Rio Teno,Chile,Región del Maule
7106007,DGA,dga_web,Santa Susana,410,-34.9114,-71.0353,71.0,Rio Mataquito,710.0,Rio Teno,Chile,Región del Maule
7112001,DGA,dga_web,Rio Colorado En Junta Con Palos,600,-35.2783,-71.0028,71.0,Rio Mataquito,711.0,Rio Lontue,Chile,Región del Maule
7115001,DGA,dga_web,Rio Palos En Junta Con Colorado,600,-35.2744,-71.0156,71.0,Rio Mataquito,711.0,Rio Lontue,Chile,Región del Maule
7116001,DGA,dga_web,Estero Upeo En Upeo,450,-35.1731,-71.0911,71.0,Rio Mataquito,711.0,Rio Lontue,Chile,Región del Maule
7116004,DGA,dga_web,Monte Oscuro,632,-35.1242,-70.9747,71.0,Rio Mataquito,711.0,Rio Lontue,Chile,Región del Maule
7116005,DGA,dga_web,Potrero Grande,445,-35.1833,-71.0978,71.0,Rio Mataquito,711.0,Rio Lontue,Chile,Región del Maule
7117001,DGA,dga_web,Rio Lontue En Longitudinal,0,-35.0233,-71.2475,71.0,Rio Mataquito,711.0,Rio Lontue,Chile,Región del Maule
7118003,DGA,dga_web,Curico,195,-34.9811,-71.2361,71.0,Rio Mataquito,711.0,Rio Lontue,Chile,Región del Maule
7119001,DGA,dga_web,Rio Lontue Antes De Junta,0,-34.9797,-71.3617,71.0,Rio Mataquito,711.0,Rio Lontue,Chile,Región del Maule
7119002,DGA,dga_web,Rio Lontue En Lontue Lo Valdivia,0,-34.9817,-71.3292,71.0,Rio Mataquito,711.0,Rio Lontue,Chile,Región del Maule
