codigo_estacion,institucion,fuente,nombre,altura,latitud,longitud,codigo_cuenca,nombre_cuenca,codigo_sub_cuenca,nombre_sub_cuenca,pais,region
1000005,DGA,dga_web,Visviri,4080,-17.595,-69.4831,10.0,Altiplanicas,100.0,Entre Limite Peru-Bolivia Y Rio Lauca,Chile,Región de Arica y Parinacota
1001001,DGA,dga_web,Rio Caquena En Nacimiento,4385,-18.0769,-69.1961,10.0,Altiplanicas,100.0,Eentre Limite Peru-Bolivia Y Rio Lauca,Chile,Región de Arica y Parinacota
1001002,DGA,dga_web,Rio Caquena En Vertedero,0,-17.9942,-69.255,10.0,Altiplanicas,100.0,Eentre Limite Peru-Bolivia Y Rio Lauca,Chile,Región de Arica y Parinacota
1001003,DGA,dga_web,Rio Colpacagua En Desembocadura,0,-18.0156,-69.2308,10.0,Altiplanicas,100.0,Eentre Limite Peru-Bolivia Y Rio Lauca,Chile,Región de Arica y Parinacota
1001005,DGA,dga_web,Caquena,4400,-18.0542,-69.2017,10.0,Altiplanicas,100.0,Entre Limite Peru-Bolivia Y Rio Lauca,Chile,Región de Arica y Parinacota
10100001,DGA,dga_web,Rio Huahum En Desembocadura Lago Pirihueico,598,-40.0175,-71.72,101.0,Rio Valdivia,1010.0,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),Chile,Región de Los Ríos
10100002,DGA,dga_web,Rio Fui En Desage Lago Pirihueico,600,-39.8747,-71.8897,101.0,Rio Valdivia,1010.0,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),Chile,Región de Los Ríos
10100004,DGA,dga_web,Pirihueico En Pirihueico,600,-40.0225,-71.7219,101.0,Rio Valdivia,1010.0,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),Chile,Región de Los Ríos
10100005,DGA,dga_web,Pirihueico En Pto. Fuy,600,-39.8719,-71.8889,101.0,Rio Valdivia,1010.0,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),Chile,Región de Los Ríos
10100006,DGA,dga_web,Rio Huahum En La Frontera,616,-40.0967,-71.6758,101.0,Rio Valdivia,1010.0,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),Chile,Región de Los Ríos
1010002,DGA,dga_web,Rio Chungara En Desembocadura,4518,-18.2833,-69.1333,10.0,Altiplanicas,101.0,Lago Chungara,Chile,Región de Arica y Parinacota
1010007,DGA,dga_web,Chungara Reten,4570,-18.2808,-69.1383,10.0,Altiplanicas,101.0,Lago Chungara,Chile,Región de Arica y Parinacota
1010008,DGA,dga_web,Missituni,4720,-18.3478,-69.1342,10.0,Altiplanicas,101.0,Lago Chungara,Chile,Región de Arica y Parinacota
1010009,DGA,dga_web,Chungara Guarderia,4600,-18.2669,-69.1167,10.0,Altiplanicas,101.0,Lago Chungara,Chile,Región de Arica y Parinacota
1010010,DGA,dga_web,Chungara Ajata,4585,-18.2353,-69.1833,10.0,Altiplanicas,101.0,Lago Chungara,Chile,Región de Arica y Parinacota
10102001,DGA,dga_web,Rio Liquine En Liquine,600,-39.7267,-71.8497,101.0,Rio Valdivia,1010.0,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),Chile,Región de Los Ríos
10102002,DGA,dga_web,Liquie,230,-39.7272,-71.8506,101.0,Rio Valdivia,1010.0,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),Chile,Región de Los Ríos
10103001,DGA,dga_web,Lago Neltume,260,-39.8189,-71.9872,101.0,Rio Valdivia,1010.0,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),Chile,Región de Los Ríos
10106001,DGA,dga_web,Coaripe,215,-39.5744,-72.0053,101.0,Rio Valdivia,1010.0,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),Chile,Región de Los Ríos
10106002,DGA,dga_web,Lago Calafquen,385,-39.5469,-72.1519,101.0,Rio Valdivia,1010.0,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),Chile,Región de Los Ríos
10106003,DGA,dga_web,Lican-Ray,275,-39.4681,-72.1653,101.0,Rio Valdivia,1010.0,Rio Valdivia Alto (Hasta Desague Lago Panguipulli),Chile,Región de la Araucanía
10111001,DGA,dga_web,Rio San Pedro En Desague Lago Rinihue,115,-39.7667,-72.475,101.0,Rio Valdivia,1011.0,Rio San Pedro (L Panguipulli Y Bajo R Quinchilca),Chile,Región de Los Ríos
10111002,DGA,dga_web,Lago Riihue,120,-39.7731,-72.4581,101.0,Rio Valdivia,1011.0,R. San Pedro (Entre Desague L. Panguipulli Y Bajo R. Quinchilca),Chile,Región de Los Ríos
10113001,DGA,dga_web,Rio San Pedro En Malihue,110,-39.7333,-72.6833,101.0,Rio Valdivia,1011.0,Rio San Pedro (L Panguipulli Y Bajo R Quinchilca),Chile,Región de Los Ríos
10121001,DGA,dga_web,Rio Collileufu En Los Lagos,25,-39.8583,-72.825,101.0,Rio Valdivia,1012.0,Rio Calle Calle,Chile,Región de Los Ríos
10122001,DGA,dga_web,Rio Calle Calle En Balsa San Javier,14,-39.775,-72.9833,101.0,Rio Valdivia,1012.0,Rio Calle Calle,Chile,Región de Los Ríos
10122002,DGA,dga_web,Rio Calle Calle En Antilhue,15,-39.8,-72.9667,101.0,Rio Valdivia,1012.0,Rio Calle Calle,Chile,Región de Los Ríos
10122003,DGA,dga_web,Rio Calle Calle En Pupunahue,60,-39.8044,-72.9025,101.0,Rio Valdivia,1012.0,Rio Calle Calle,Chile,Región de Los Ríos
10123004,DGA,dga_web,Llancahue,70,-39.8561,-73.1786,101.0,Rio Valdivia,1012.0,Rio Calle Calle,Chile,Región de Los Ríos
10123005,DGA,dga_web,Valdivia,10,-39.8164,-73.2428,101.0,Rio Valdivia,1012.0,Rio Calle Calle,Chile,Región de Los Ríos
10123006,DGA,dga_web,Valdivia (U. Austral),10,-39.8103,-73.2517,101.0,Rio Valdivia,1012.0,Rio Calle Calle,Chile,Región de Los Ríos
10130001,DGA,dga_web,Loncoche,120,-39.37,-72.6417,101.0,Rio Valdivia,1013.0,Rio Cruces,Chile,Región de la Araucanía
10133000,DGA,dga_web,Rio Leufucade En Purulon,97,-39.4781,-72.6908,101.0,Rio Valdivia,1013.0,Rio Cruces,Chile,Región de Los Ríos
10134001,DGA,dga_web,Rio Cruces En Rucaco,60,-39.55,-72.9,101.0,Rio Valdivia,1013.0,Rio Cruces,Chile,Región de Los Ríos
10134002,DGA,dga_web,San Jose Mariquina,30,-39.5522,-72.8989,101.0,Rio Valdivia,1013.0,Rio Cruces,Chile,Región de Los Ríos
10135001,DGA,dga_web,Rio Cruces En Paico,17,-39.5833,-73.1,101.0,Rio Valdivia,1013.0,Rio Cruces,Chile,Región de Los Ríos
10137001,DGA,dga_web,Rio Inaque En Mafil,25,-39.6675,-72.95,101.0,Rio Valdivia,1013.0,Rio Cruces,Chile,Región de Los Ríos
10137002,DGA,dga_web,Huichaco,95,-39.7078,-72.7422,101.0,Rio Valdivia,1013.0,Rio Cruces,Chile,Región de Los Ríos
10138001,DGA,dga_web,Rio Inaque En Putabla,21,-39.6833,-73.0167,101.0,Rio Valdivia,1013.0,Rio Cruces,Chile,Región de Los Ríos
10140001,DGA,dga_web,Rio Santo Domingo En Rinconada De Piedra,0,-39.3833,-73.1333,101.0,Rio Valdivia,1014.0,Rio Valdivia Bajo (Entre Rio Angachillas Y Desemb),Chile,Región de la Araucanía
10141001,DGA,dga_web,Catamutun,150,-40.1658,-73.1689,101.0,Rio Valdivia,1014.0,R. Valdivia Bajo,Chile,Región de Los Ríos
10142001,DGA,dga_web,Rio Futa En Puente Chiflon,85,-40.0333,-73.1667,101.0,Rio Valdivia,1014.0,Rio Valdivia Bajo (Entre Rio Angachillas Y Desemb),Chile,Región de Los Ríos
10142002,DGA,dga_web,Rio Futa En Futa,60,-39.9833,-73.15,101.0,Rio Valdivia,1014.0,Rio Valdivia Bajo (Entre Rio Angachillas Y Desemb),Chile,Región de Los Ríos
10142003,DGA,dga_web,Rio Futa En Tres Chiflones,10,-39.9717,-73.1469,101.0,Rio Valdivia,1014.0,Rio Valdivia Bajo (Entre Rio Angachillas Y Desemb),Chile,Región de Los Ríos
1020002,DGA,dga_web,Rio Desaguadero Cotacotani,4500,-18.1936,-69.2458,10.0,Altiplanicas,102.0,Rio Lauca,Chile,Región de Arica y Parinacota
1020003,DGA,dga_web,Rio Lauca En Estancia El Lago,4370,-18.2325,-69.3319,10.0,Altiplanicas,102.0,Rio Lauca,Chile,Región de Arica y Parinacota
1020004,DGA,dga_web,"Canal Lauca En Sifon N"" 1 (Km. 3.3)",4384,-18.2294,-69.3311,10.0,Altiplanicas,102.0,Rio Lauca,Chile,Región de Arica y Parinacota
1020013,DGA,dga_web,Isla Blanca,4540,-18.1858,-69.2142,10.0,Altiplanicas,102.0,Rio Lauca,Chile,Región de Arica y Parinacota
1020014,DGA,dga_web,Cotacotani,4550,-18.1836,-69.2328,10.0,Altiplanicas,102.0,Rio Lauca,Chile,Región de Arica y Parinacota
1020015,DGA,dga_web,Parinacota Conaf Dga,4420,-18.2014,-69.2683,10.0,Altiplanicas,102.0,Rio Lauca,Chile,Región de Arica y Parinacota
1020016,DGA,dga_web,Chucuyo Reten,4400,-18.2164,-69.2956,10.0,Altiplanicas,102.0,Rio Lauca,Chile,Región de Arica y Parinacota
1020017,DGA,dga_web,Parinacota Ex Endesa,4420,-18.2042,-69.2683,10.0,Altiplanicas,102.0,Rio Lauca,Chile,Región de Arica y Parinacota
1020018,DGA,dga_web,Chucuyo (Ex. Endesa),4400,-18.2181,-69.3214,10.0,Altiplanicas,102.0,Rio Lauca,Chile,Región de Arica y Parinacota
1021001,DGA,dga_web,Rio Lauca En Japu (O En El Limite),3907,-18.5833,-69.0467,10.0,Altiplanicas,102.0,Rio Lauca,Chile,Región de Arica y Parinacota
1021002,DGA,dga_web,Rio Guallatire En Guallatire,4280,-18.4931,-69.1494,10.0,Altiplanicas,102.0,Rio Lauca,Chile,Región de Arica y Parinacota
1021007,DGA,dga_web,Guallatire,4240,-18.4983,-69.1547,10.0,Altiplanicas,102.0,Rio Lauca,Chile,Región de Arica y Parinacota
1030003,DGA,dga_web,Chilcaya,4270,-18.7939,-69.0844,10.0,Altiplanicas,103.0,Salar De Surire,Chile,Región de Arica y Parinacota
10304001,DGA,dga_web,Rio Calcurrupe En Desembocadura,160,-40.25,-72.2667,103.0,Rio Bueno,1030.0,Afluentes Lago Ranco,Chile,Región de Los Ríos
10304002,DGA,dga_web,Lago Maihue,100,-40.2172,-72.1492,103.0,Rio Bueno,1030.0,Afluentes Lago Ranco,Chile,Región de Los Ríos
10305001,DGA,dga_web,Rio Caunahue Camino A Llifen,90,-40.1522,-72.2511,103.0,Rio Bueno,1030.0,Afluentes Lago Ranco,Chile,Región de Los Ríos
10305002,DGA,dga_web,Caunahue,100,-40.1592,-72.2528,103.0,Rio Bueno,1030.0,Afluentes Lago Ranco,Chile,Región de Los Ríos
10306001,DGA,dga_web,Rio Nilahue En Mayay,80,-40.2667,-72.2333,103.0,Rio Bueno,1030.0,Afluentes Lago Ranco,Chile,Región de Los Ríos
10307001,DGA,dga_web,Lago Ranco,100,-40.3172,-72.4692,103.0,Rio Bueno,1030.0,Afluentes Lago Ranco,Chile,Región de Los Ríos
10311001,DGA,dga_web,Rio Bueno En Bueno,45,-40.3167,-72.9667,103.0,Rio Bueno,1031.0,Rio Bueno Entre Lago Ranco Y Rio Pilmaiquen,Chile,Región de Los Ríos
10312001,DGA,dga_web,El Llolly,225,-40.0672,-72.6169,103.0,Rio Bueno,1031.0,Rio Bueno Entre Lago Ranco Y Rio Pilmaiquen,Chile,Región de Los Ríos
10313001,DGA,dga_web,Rio Llollelhue En La Union,20,-40.2667,-73.0833,103.0,Rio Bueno,1031.0,Rio Bueno Entre Lago Ranco Y Rio Pilmaiquen,Chile,Región de Los Ríos
10322002,DGA,dga_web,Anticura,350,-40.6553,-72.1844,103.0,Rio Bueno,1032.0,Rio Pilmaiquen,Chile,Región de Los Ríos
10322003,DGA,dga_web,Rio Gol Gol En Puente Nº 2,330,-40.6603,-72.1772,103.0,Rio Bueno,1032.0,Rio Pilmaiquen,Chile,Región de Los Lagos
10323002,DGA,dga_web,Futacuhuin,195,-40.7231,-72.44,103.0,Rio Bueno,1032.0,Rio Pilmaiquen,Chile,Región de Los Lagos
10327001,DGA,dga_web,Rio Chirre Antes Junta Rio Pilmaiquen,0,-40.4333,-72.9167,103.0,Rio Bueno,1032.0,Rio Pilmaiquen,Chile,Región de Los Ríos
10328001,DGA,dga_web,Rio Pilmaiquen En San Pablo,40,-40.3842,-73.0022,103.0,Rio Bueno,1032.0,Rio Pilmaiquen,Chile,Región de Los Ríos
10330001,DGA,dga_web,Rio Bueno En Trumao,15,-40.3333,-73.1833,103.0,Rio Bueno,1033.0,Rio Bueno Entre Rio Pilmaiquen Y Rio Rahue,Chile,Región de Los Ríos
10340001,DGA,dga_web,Rio Rahue En Desague Lago Rupanco,130,-40.7889,-72.6889,103.0,Rio Bueno,1034.0,Rio Rahue Hasta Antes Junta Rio Negro,Chile,Región de Los Lagos
10340002,DGA,dga_web,Rupanco,170,-40.7733,-72.6839,103.0,Rio Bueno,1034.0,Rio Rahue Hasta Antes Junta Rio Negro,Chile,Región de Los Lagos
10343001,DGA,dga_web,Rio Coihueco Antes Junta Pichicope,150,-40.9333,-72.7,103.0,Rio Bueno,1034.0,Rio Rahue Hasta Antes Junta Rio Negro,Chile,Región de Los Lagos
10343002,DGA,dga_web,Rio Coihueco Antes Junta Rio Rahue,75,-40.8206,-72.9133,103.0,Rio Bueno,1034.0,Rio Rahue Hasta Antes Junta Rio Negro,Chile,Región de Los Lagos
10344001,DGA,dga_web,Rio Rahue En Cancura,85,-40.75,-72.9833,103.0,Rio Bueno,1034.0,Rio Rahue Hasta Antes Junta Rio Negro,Chile,Región de Los Lagos
10344003,DGA,dga_web,Rio Rahue Antes Junta Rio Negro,40,-40.63,-73.1783,103.0,Rio Bueno,1034.0,Rio Rahue Hasta Antes Junta Rio Negro,Chile,Región de Los Lagos
10344004,DGA,dga_web,Rio Rahue En Chan Chan,50,-40.7022,-73.0164,103.0,Rio Bueno,1034.0,Rio Rahue Hasta Antes Junta Rio Negro,Chile,Región de Los Lagos
10350001,DGA,dga_web,Fresia,148,-41.1533,-73.4111,103.0,Rio Bueno,1035.0,Rio Negro,Chile,Región de Los Lagos
10351001,DGA,dga_web,Rio Toro En Tegualda,95,-41.05,-73.3833,103.0,Rio Bueno,1035.0,Rio Negro,Chile,Región de Los Lagos
10354001,DGA,dga_web,Rio Negro,50,-40.7828,-73.2139,103.0,Rio Bueno,1035.0,Rio Negro,Chile,Región de Los Lagos
10355001,DGA,dga_web,Purranque,145,-40.9367,-73.1372,103.0,Rio Bueno,1035.0,Rio Negro,Chile,Región de Los Lagos
10355003,DGA,dga_web,Rio Forrahue En Rio Negro,52,-40.7956,-73.2144,103.0,Rio Bueno,1035.0,Rio Negro,Chile,Región de Los Lagos
10356001,DGA,dga_web,Rio Negro En Chahuilco,45,-40.7136,-73.2278,103.0,Rio Bueno,1035.0,Rio Negro,Chile,Región de Los Lagos
10360001,DGA,dga_web,Rio Rahue En Osorno,20,-40.55,-73.15,103.0,Rio Bueno,1034.0,Rio Rahue Bajo (Entre Antes Jta R Negro R Bueno),Chile,Región de Los Lagos
10360002,DGA,dga_web,Adolfo Matthei,55,-40.5883,-73.1069,103.0,Rio Bueno,1036.0,R. Rahue Bajo,Chile,Región de Los Lagos
10362001,DGA,dga_web,Rio Damas En Tacamo,1250,-40.6181,-73.0594,103.0,Rio Bueno,1034.0,Rio Rahue Bajo (Entre Antes Jta R Negro R Bueno),Chile,Región de Los Lagos
10363002,DGA,dga_web,Rio Forrahue En Aromos,0,-40.8856,-73.1333,103.0,Rio Bueno,1034.0,Rio Rahue Bajo (Entre Antes Jta R Negro R Bueno),Chile,Región de Los Lagos
10363003,DGA,dga_web,Rahue Alto,45,-40.5661,-73.1622,103.0,Rio Bueno,1036.0,R. Rahue Bajo,Chile,Región de Los Lagos
10363004,DGA,dga_web,Osorno,30,-40.5719,-73.1211,103.0,Rio Bueno,1036.0,R. Rahue Bajo,Chile,Región de Los Lagos
10364001,DGA,dga_web,Rio Rahue En Forrahue,17,-40.5167,-73.2833,103.0,Rio Bueno,1034.0,Rio Rahue Bajo (Entre Antes Jta R Negro R Bueno),Chile,Región de Los Lagos
10371001,DGA,dga_web,Trinidad,40,-40.3142,-73.4333,103.0,Rio Bueno,1037.0,R.  Bueno Bajo,Chile,Región de Los Lagos
10372001,DGA,dga_web,Venecia,900,-40.1933,-73.4311,103.0,Rio Bueno,1037.0,R.  Bueno Bajo,Chile,Región de Los Ríos
10401001,DGA,dga_web,Rio Tranallaguin En Carrico,45,-40.5833,-73.6,104.0,Cuencas E Islas R. Bueno - R. Puelo,1040.0,Costeras Entre Rio Bueno Y Rio Maullin,Chile,Región de Los Lagos
10401002,DGA,dga_web,Bahia Mansa,130,-40.5764,-73.7158,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1040.0,Costeras Entre Rio Bueno Y Rio Maullin,Chile,Región de Los Lagos
10405001,DGA,dga_web,Rio Hueyusca En Napeco,25,-41.1,-73.6667,104.0,Cuencas E Islas R. Bueno - R. Puelo,1040.0,Costeras Entre Rio Bueno Y Rio Maullin,Chile,Región de Los Lagos
10405002,DGA,dga_web,Rio Hueyusca En Camarones,40,-41.0167,-73.6167,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1040.0,Costeras Entre Rio Bueno Y Rio Maullin,Chile,Región de Los Lagos
10405004,DGA,dga_web,Llico Bajo,15,-41.2867,-73.8353,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1040.0,Costeras Entre Rio Bueno Y Rio Maullin,Chile,Región de Los Lagos
10405005,DGA,dga_web,Rio La Plata Antes Junta Rio Hueyusca,50,-40.9992,-73.5997,104.0,Cuencas E Islas R. Bueno - R. Puelo,1040.0,Costeras Entre Rio Bueno Y Rio Maullin,Chile,Región de Los Lagos
10410004,DGA,dga_web,Frutillar,142,-41.1267,-73.0611,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1041.0,Rio Maullin,Chile,Región de Los Lagos
10410005,DGA,dga_web,La Ensenada,62,-41.2269,-72.5681,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1041.0,Rio Maullin,Chile,Región de Los Lagos
1041001,DGA,dga_web,Rio Cariquima En Cariquima,4000,-19.4497,-68.6414,10.0,Altiplanicas,104.0,Entre Estero Sencata Y Rio Sacaya,Chile,Región de Tarapacá
10410015,DGA,dga_web,Cascada,75,-41.0781,-72.6328,104.0,Cuencas E Islas R. Bueno - R. Puelo,1041.0,Rio Maullin,Chile,Región de Los Lagos
1041002,DGA,dga_web,Rio Isluga En Bocatoma,4000,-19.2711,-68.6797,10.0,Altiplanicas,104.0,Entre Estero Sencata Y Rio Sacaya,Chile,Región de Tarapacá
1041003,DGA,dga_web,Colchane (T. Isluga),3700,-19.2764,-68.6378,10.0,Altiplanicas,104.0,Entre Estero Sencata Y Rio Sacaya,Chile,Región de Tarapacá
1041004,DGA,dga_web,Enquelca (Ex Caraguano),3900,-19.2289,-68.8044,10.0,Altiplanicas,104.0,Entre Estero Sencata Y Rio Sacaya,Chile,Región de Tarapacá
10411001,DGA,dga_web,Canal Desague Aeropuerto Tepual,108,-41.4167,-73.1167,104.0,Cuencas E Islas R. Bueno - R. Puelo,1041.0,Rio Maullin,Chile,Región de Los Lagos
10411002,DGA,dga_web,Rio Negro En Las Lomas,60,-41.3833,-73.0667,104.0,Cuencas E Islas R. Bueno - R. Puelo,1041.0,Rio Maullin,Chile,Región de Los Lagos
10411003,DGA,dga_web,Rio Maullin En Llanquihue,50,-41.2667,-73.0167,104.0,Cuencas E Islas R. Bueno - R. Puelo,1041.0,Rio Maullin,Chile,Región de Los Lagos
10414001,DGA,dga_web,Rio Maullin En Las Quemas,0,-41.4,-73.2167,104.0,Cuencas E Islas R. Bueno - R. Puelo,1041.0,Rio Maullin,Chile,Región de Los Lagos
10417001,DGA,dga_web,Maullin,5,-41.6153,-73.6,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1041.0,Rio Maullin,Chile,Región de Los Lagos
1042001,DGA,dga_web,Cancosa,3930,-19.8553,-68.6017,10.0,Altiplanicas,104.0,Entre Estero Sencata Y Rio Sacaya,Chile,Región de Tarapacá
1042002,DGA,dga_web,Huaytani,3950,-20.0003,-68.5706,10.0,Altiplanicas,104.0,Entre Estero Sencata Y Rio Sacaya,Chile,Región de Tarapacá
10425001,DGA,dga_web,Puerto Montt,90,-41.46,-72.9378,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1042.0,Costeras E Islas Entre Rio Maullin Y Rio Chamiza,Chile,Región de Los Lagos
10430001,DGA,dga_web,Lago Chapo,270,-41.4172,-72.5958,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1043.0,Rio Chamiza,Chile,Región de Los Lagos
10430005,DGA,dga_web,Lago Chapo (Lm),290,-41.4297,-72.5764,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1043.0,Rio Chamiza,Chile,Región de Los Lagos
10431000,DGA,dga_web,Rio Blanco Ante Junta Rio Chamiza,242,-41.4275,-72.5928,104.0,Cuencas E Islas R. Bueno - R. Puelo,1043.0,Rio Chamiza,Chile,Región de Los Lagos
10431001,DGA,dga_web,Rio Lenca Bajo Bocatoma,320,-41.5083,-72.645,104.0,Cuencas E Islas R. Bueno - R. Puelo,1043.0,Rio Chamiza,Chile,Región de Los Lagos
10432002,DGA,dga_web,Rio Chamiza Ante Junta Rio Chico,8,-41.4417,-72.8089,104.0,Cuencas E Islas R. Bueno - R. Puelo,1043.0,Rio Chamiza,Chile,Región de Los Lagos
10432003,DGA,dga_web,Rio Chico Ante Rio Chamiza,0,-41.4392,-72.8183,104.0,Cuencas E Islas R. Bueno - R. Puelo,1043.0,Rio Chamiza,Chile,Región de Los Lagos
10432004,DGA,dga_web,Pelluco (U. Austral),25,-41.4911,-72.8958,104.0,Cuencas E Islas Entre R.Bueno Y R. Puelo,1043.0,Rio Chamiza,Chile,Región de Los Lagos
10440000,DGA,dga_web,Captacion Lenca,0,-41.5114,-72.6058,104.0,Cuencas E Islas R. Bueno - R. Puelo,1044.0,Costeras Entre Rio Chamiza Y Rio Petrohue,Chile,Región de Los Lagos
1044001,DGA,dga_web,Rio Cancosa En El Tambo,4000,-19.8586,-68.5858,10.0,Altiplanicas,104.0,Entre Estero Sencata Y Rio Sacaya,Chile,Región de Tarapacá
10454001,DGA,dga_web,Rio Petrohue En Desague Lago Todos Los Santos,150,-41.1333,-72.4167,104.0,Cuencas E Islas R. Bueno - R. Puelo,1045.0,Rio Petrohue,Chile,Región de Los Lagos
1050001,DGA,dga_web,Quebrada Piga En Ojos De Agua,0,-20.0333,-68.8333,10.0,Altiplanicas,105.0,Salar Del Huasco,Chile,Región de Tarapacá
1050002,DGA,dga_web,Rio Piga En Collacagua,0,-20.0344,-68.8311,10.0,Altiplanicas,105.0,Salar Del Huasco,Chile,Región de Tarapacá
1050003,DGA,dga_web,Rio Batea En Confluencia,0,-20.0333,-68.8333,10.0,Altiplanicas,105.0,Salar Del Huasco,Chile,Región de Tarapacá
1050004,DGA,dga_web,Rio Collacagua En Peablanca,3853,-20.1119,-68.8408,10.0,Altiplanicas,105.0,Salar Del Huasco,Chile,Región de Tarapacá
1050007,DGA,dga_web,Coyacagua,4013,-20.0531,-68.8075,10.0,Altiplanicas,105.0,Salar Del Huasco,Chile,Región de Tarapacá
1050009,DGA,dga_web,Diablo Marca,4585,-20.1044,-68.9681,10.0,Altiplanicas,105.0,Salar Del Huasco,Chile,Región de Tarapacá
1050010,DGA,dga_web,Sillillica,3840,-20.3219,-68.8936,10.0,Altiplanicas,105.0,Salar Del Huasco,Chile,Región de Tarapacá
10503001,DGA,dga_web,Rio Manso Antes Junta Rio Puelo,28,-41.7219,-72.0139,105.0,Rio Puelo,1050.0,Rio Manso,Chile,Región de Los Lagos
1051001,DGA,dga_web,Vertiente El ErmitaÑO En Lag.Huasco,3790,-20.2867,-68.8875,10.0,Altiplanicas,105.0,Salar Del Huasco,Chile,Región de Tarapacá
1051003,DGA,dga_web,Salar Huasco,3800,-20.2761,-68.8861,10.0,Altiplanicas,105.0,Salar Del Huasco,Chile,Región de Tarapacá
1051004,DGA,dga_web,Altos Del Huasco,4044,-20.1703,-68.7703,10.0,Altiplanicas,105.0,Salar Del Huasco,Chile,Región de Tarapacá
10512000,DGA,dga_web,Llanada Grande,248,-41.4242,-71.9386,105.0,Rio Puelo,1051.0,R. Puelo Alto,Chile,Región de Los Lagos
10514001,DGA,dga_web,Rio Puelo Antes Junta Con Manso,23,-41.7569,-72.0525,105.0,Rio Puelo,1051.0,Rio Puelo Alto (Entre Frontera Y Antes Jta Manso),Chile,Región de Los Lagos
10520001,DGA,dga_web,Rio Puelo En Desague Lago Tagua Tagua,22,-41.6389,-72.1694,105.0,Rio Puelo,1052.0,R. Puelo Bajo,Chile,Región de Los Lagos
10523001,DGA,dga_web,Puelo,5,-41.6511,-72.3117,105.0,Rio Puelo,1052.0,R. Puelo Bajo,Chile,Región de Los Lagos
10523002,DGA,dga_web,Rio Puelo En Carrera Basilio,0,-41.6044,-72.2064,105.0,Rio Puelo,1050.0,Rio Puelo Bajo (Entre Bajo Junta Manso Y Desemb),Chile,Región de Los Lagos
10610001,DGA,dga_web,Hornopiren,25,-41.9383,-72.435,106.0,Costeras Entre R.Puelo Y R.Yelcho,1061.0,Costeras Entre Pta Tentelhue Y Rio Negro (Incl.),Chile,Región de Los Lagos
10683001,DGA,dga_web,Chaiten,10,-42.9147,-72.7108,106.0,Costeras Entre R.Puelo Y R.Yelcho,1068.0,Costeras Entre R. Negro (Incl.) Y R. Yelcho,Chile,Región de Los Lagos
10683002,DGA,dga_web,Rio Blanco En Chaiten,10,-42.9183,-72.7039,106.0,Costeras Entre R.Puelo Y R.Yelcho,1068.0,Costeras Entre R. Negro (Incl.) Y R. Yelcho,Chile,Región de Los Lagos
10701001,DGA,dga_web,Lago Espolon,350,-43.2158,-71.9306,107.0,Rio Yelcho,1070.0,Rio Futaleufu,Chile,Región de Los Lagos
10701002,DGA,dga_web,Rio Espolon En Desague Lago Espolon,380,-43.2094,-71.9369,107.0,Rio Yelcho,1070.0,Rio Futaleufu,Chile,Región de Los Lagos
10702001,DGA,dga_web,Rio Futaleufu En Futaleufu,317,-43.19,-71.8389,107.0,Rio Yelcho,1070.0,Rio Futaleufu,Chile,Región de Los Lagos
10702002,DGA,dga_web,Rio Futaleufu En La Frontera,314,-43.1742,-71.7544,107.0,Rio Yelcho,1070.0,Rio Futaleufu,Argentina,Chubut
10704001,DGA,dga_web,Palena,275,-43.6175,-71.7839,107.0,Rio Yelcho,1070.0,Rio Futaleufu,Chile,Región de Los Lagos
10704002,DGA,dga_web,Rio Futaleufu Ante Junta Rio Malito,42,-43.4492,-72.1075,107.0,Rio Yelcho,1070.0,Rio Futaleufu,Chile,Región de Los Lagos
10710001,DGA,dga_web,Puerto. Cardenas,55,-43.175,-72.4308,107.0,Rio Yelcho,1071.0,Rio Yelcho,Chile,Región de Los Lagos
1080001,DGA,dga_web,Ujina,4300,-20.9714,-68.6275,10.0,Altiplanicas,108.0,Salar De Michincha,Chile,Región de Tarapacá
1080002,DGA,dga_web,Collahuasi,4250,-20.9961,-68.8019,10.0,Altiplanicas,108.0,Salar De Michincha,Chile,Región de Tarapacá
10900001,DGA,dga_web,Quemchi,5,-42.1408,-73.4731,109.0,Islas Chiloe Y Circundantes,1090.0,Isla Chiloe,Chile,Región de Los Lagos
